OrderID,OrderDate,ShipDate,CustomerID,Region,ProductID,Quantity,UnitPrice,Discount,Sales,Cost,Profit,Priority
257,2023-06-02,2023-06-10,CUST-0154,South,48,4,412.85,0.15,1403.69,1300.32,103.37,Medium
258,2023-08-19,2023-08-28,CUST-0154,West,119,1,686.72,0.0,686.72,572.27,114.45,Critical
259,2024-03-02,2024-03-06,CUST-0286,Central,35,4,927.25,,3338.1,2347.48,990.62,High
260,2023-07-28,2023-07-30,CUST-0170,East,116,6,1098.97,0.05,6264.13,4309.68,1954.45,Medium
261,2023-02-22,2023-02-26,CUST-0138,South,11,2,173.66,0.0,347.32,315.74,31.58,Medium
262,2024-05-05,2024-05-09,CUST-0107,North,78,4,717.48,0.0,2869.92,2657.32,212.6,Medium
263,2023-05-01,2023-05-05,CUST-0383,South,63,9,163.51,0.15,1250.85,902.79,348.06,Critical
264,2023-09-03,2023-09-11,CUST-0283,North,73,3,359.65,0.1,971.05,729.03,242.02,High
265,2023-11-12,2023-11-20,CUST-0134,North,132,2,364.6,0.1,656.28,612.78,43.5,Low
266,2024-04-25,2024-05-01,CUST-0390,North,53,4,1186.34,0.05,4508.09,2965.84,1542.25,Critical
267,2023-02-16,2023-02-21,CUST-0289,West,38,1,749.04,0.0,749.04,571.79,177.25,Critical
268,2023-10-30,2023-11-06,CUST-0079,West,85,17,889.18,0.0,15116.06,12596.66,2519.4,Medium
269,2024-05-26,2024-06-03,CUST-0282,North,66,5,476.28,0.1,2143.26,1598.25,545.01,Critical
270,2023-06-22,2023-07-01,CUST-0376,North,44,2,659.21,0.0,1318.42,867.38,451.04,Critical
271,2023-07-08,2023-07-10,CUST-0278,East,135,5,199.75,0.0,998.75,916.3,82.45,Low
272,2023-01-07,2023-01-10,CUST-0212,West,60,4,61.01,0.0,244.04,179.44,64.6,Low
273,2023-08-12,2023-08-22,CUST-0259,South,96,4,838.18,0.0,3352.72,2520.84,831.88,Critical
274,2024-11-06,2024-11-15,CUST-0250,East,2,3,885.06,0.15,2256.9,1628.94,627.96,Critical
275,2023-01-13,2023-01-18,CUST-0009,Central,71,3,207.35,0.15,528.74,391.23,137.51,Low
276,2024-05-29,2024-05-31,CUST-0358,South,46,1,109.14,0.0,109.14,82.06,27.08,Medium
277,2023-09-04,,CUST-0099,Central,135,12,199.75,0.05,2277.15,2199.12,78.03,High
278,2024-02-11,2024-02-21,CUST-0041,North,104,7,310.02,0.1,1953.13,1631.7,321.43,Medium
279,2024-12-14,2024-12-16,CUST-0116,North,21,6,260.85,0.0,1565.1,1293.48,271.62,Critical
280,2024-01-24,2024-01-25,CUST-0194,Central,122,4,425.22,0.0,1700.88,1339.28,361.6,Medium
281,2023-03-26,2023-03-28,CUST-0256,South,85,2,889.18,0.15,1511.61,1481.96,29.65,Low
282,2023-08-24,2023-08-25,CUST-0109,Central,122,2,425.22,0.05,807.92,669.64,138.28,Low
283,2024-12-01,2024-12-04,CUST-0144,Central,145,1,87.94,0.0,87.94,59.82,28.12,High
284,2023-01-17,2023-01-19,CUST-0107,Central,37,2,611.28,0.1,1100.3,849.0,251.3,High
285,2023-06-16,2023-06-25,CUST-0289,West,146,1,737.8,0.1,664.02,658.75,5.27,High
286,2024-01-29,2024-02-04,CUST-0387,West,21,14,260.85,0.15,3104.12,3018.12,86.0,Low
287,2023-04-11,2023-04-21,CUST-0224,West,20,9,689.15,0.05,5892.23,4734.63,1157.6,Critical
288,2023-12-01,2023-12-05,CUST-0016,North,116,5,1098.97,0.1,4945.37,3591.4,1353.97,High
289,2024-07-20,2024-07-27,CUST-0193,South,48,2,412.85,0.15,701.84,650.16,51.68,Low
290,2024-09-25,2024-09-30,CUST-0152,West,19,1,1037.93,0.0,1037.93,730.94,306.99,Medium
291,2024-01-25,2024-01-31,CUST-0365,,100,4,407.3,0.05,1547.74,1018.24,529.5,Low
292,2023-04-04,2023-04-09,CUST-0003,North,114,9,149.85,0.05,1281.22,999.0,282.22,Low
293,2023-05-16,2023-05-25,CUST-0045,,111,1,481.62,0.1,433.46,398.03,35.43,Critical
294,2023-04-16,2023-04-18,CUST-0014,East,91,7,28.1,0.15,167.2,166.67,0.53,High
295,2024-01-30,2024-02-01,CUST-0007,North,106,2,650.41,0.1,1170.74,1057.58,113.16,Medium
296,2024-08-08,2024-08-11,CUST-0267,West,98,3,10.46,0.0,31.38,19.02,12.36,High
297,2023-11-05,2023-11-08,CUST-0138,South,38,5,749.04,0.0,3745.2,2858.95,886.25,Critical
298,2023-10-10,2023-10-16,CUST-0216,North,124,2,1063.46,0.0,2126.92,1372.2,754.72,High
299,2023-09-10,2023-09-12,CUST-0370,South,51,4,1042.28,0.1,3752.21,2589.52,1162.69,Medium
300,2023-11-08,2023-11-15,CUST-0004,South,86,2,755.13,0.15,1283.72,1411.46,-127.74,High
301,2024-03-26,2024-04-01,CUST-0172,South,35,3,927.25,0.05,2642.66,1760.61,882.05,Medium
302,2024-05-05,2024-05-10,CUST-0161,West,102,8,521.54,0.05,3963.7,3566.08,397.62,Critical
303,2024-08-12,2024-08-19,CUST-0125,North,97,5,842.53,0.05,4002.02,3600.55,401.47,High
304,2023-04-27,2023-05-06,CUST-0289,West,140,8,864.58,0.0,6916.64,6175.6,741.04,Low
305,2024-04-17,2024-04-19,CUST-0363,West,113,2,739.43,0.05,1404.92,896.28,508.64,Critical
306,2024-11-20,2024-11-25,CUST-0256,West,78,7,717.48,0.0,5022.36,4650.31,372.05,Medium
307,2024-03-09,2024-03-17,CUST-0194,East,115,1,747.93,0.15,635.74,492.06,143.68,Critical
308,2024-07-01,2024-07-07,CUST-0260,South,140,5,864.58,0.0,4322.9,3859.75,463.15,Low
309,2023-04-22,2023-05-02,CUST-0394,West,91,7,28.1,0.0,196.7,166.67,30.03,Low
310,2024-07-30,2024-08-01,CUST-0331,South,85,1,889.18,0.1,800.26,740.98,59.28,Low
311,2023-04-11,2023-04-20,CUST-0133,West,131,2,152.39,0.15,259.06,225.76,33.3,Medium
312,2024-04-01,2024-04-10,CUST-0192,South,119,5,686.72,0.15,2918.56,2861.35,57.21,Medium
313,2023-12-20,2023-12-27,CUST-0013,South,27,9,730.68,0.05,6247.31,6203.88,43.43,Low
314,2023-04-29,2023-05-05,CUST-0374,West,90,3,388.78,0.05,1108.02,742.89,365.13,Critical
315,2023-07-31,,CUST-0267,South,90,7,388.78,0.1,2449.31,1733.41,715.9,Critical
316,2024-12-14,2024-12-15,CUST-0232,North,18,12,844.96,0.05,9632.54,7740.12,1892.42,Low
317,2023-01-24,2023-02-02,CUST-0176,East,43,7,508.91,0.0,3562.37,2896.25,666.12,Medium
318,2024-07-19,2024-07-27,CUST-0082,North,144,4,802.82,0.1,2890.15,2508.8,381.35,Medium
319,2024-02-19,2024-02-26,CUST-0323,West,48,6,412.85,0.1,2229.39,1950.48,278.91,Low
320,2024-09-20,2024-09-21,CUST-0102,South,110,3,488.34,0.1,1318.52,1003.44,315.08,Medium
321,2023-07-30,2023-08-08,CUST-0143,East,148,5,201.59,0.0,1007.95,725.15,282.8,Medium
322,2024-01-10,2024-01-15,CUST-0167,West,118,4,472.2,0.0,1888.8,1561.0,327.8,Critical
323,2024-06-24,2024-07-01,CUST-0328,North,100,6,407.3,,2077.23,1527.36,549.87,Low
324,2023-12-23,2024-01-02,CUST-0181,South,45,3,987.17,0.05,2813.43,1886.31,927.12,Low
325,2024-11-19,2024-11-24,CUST-0069,North,31,6,930.3,0.0,5581.8,4044.78,1537.02,Low
326,2023-07-07,2023-07-14,CUST-0192,West,131,3,152.39,0.1,411.45,338.64,72.81,Medium
327,2024-08-11,2024-08-20,CUST-0197,South,48,9,412.85,0.1,3344.08,2925.72,418.36,Medium
328,2024-07-22,2024-07-25,CUST-0086,South,74,3,108.38,0.0,325.14,290.31,34.83,High
329,2024-04-06,2024-04-14,CUST-0318,East,92,1,1162.83,,1162.83,692.16,470.67,Medium
330,2023-07-19,2023-07-26,CUST-0197,Central,130,2,703.81,0.1,1266.86,951.1,315.76,Critical
331,2024-03-01,2024-03-03,CUST-0364,South,126,5,662.32,0.0,3311.6,2164.45,1147.15,Low
332,2023-08-14,,CUST-0150,East,71,14,207.35,0.0,2902.9,1825.74,1077.16,High
333,2023-06-22,2023-07-01,CUST-0400,South,145,8,87.94,0.1,633.17,478.56,154.61,Low
334,2024-08-09,2024-08-18,CUST-0059,North,140,1,864.58,0.05,821.35,771.95,49.4,Low
335,2024-03-27,2024-03-31,CUST-0280,West,109,1,1141.48,0.0,1141.48,787.23,354.25,High
336,2023-02-03,2023-02-11,CUST-0231,North,90,10,388.78,0.0,3887.8,2476.3,1411.5,Low
337,2023-08-31,2023-09-07,CUST-0108,Central,90,7,388.78,0.15,2313.24,1733.41,579.83,Medium
338,2024-09-22,2024-10-02,CUST-0072,West,53,19,1186.34,,22540.46,14087.74,8452.72,High
339,2024-06-29,2024-07-05,CUST-0144,Central,138,3,1023.93,0.0,3071.79,2275.41,796.38,High
340,2023-10-24,2023-10-27,CUST-0294,North,132,2,364.6,0.0,729.2,612.78,116.42,Critical
341,2023-03-02,2023-03-05,CUST-0142,West,34,5,236.39,0.0,1181.95,976.8,205.15,High
342,2023-09-11,2023-09-21,CUST-0390,South,126,3,662.32,0.0,1986.96,1298.67,688.29,High
343,2024-10-04,2024-10-06,CUST-0213,South,116,10,1098.97,0.0,10989.7,7182.8,3806.9,Critical
344,2024-06-11,2024-06-19,CUST-0384,North,95,3,50.99,0.1,137.67,106.23,31.44,High
345,2024-08-18,2024-08-20,CUST-0002,East,118,4,472.2,0.05,1794.36,1561.0,233.36,Critical
346,2023-08-12,,CUST-0220,West,127,2,238.66,0.05,453.45,358.88,94.57,High
347,2023-12-12,2023-12-20,CUST-0281,Central,34,8,236.39,0.15,1607.45,1562.88,44.57,High
348,2024-11-29,,CUST-0391,East,12,2,1269.08,0.0,2538.16,1576.5,961.66,Low
349,2023-05-08,2023-05-15,CUST-0081,South,117,6,255.38,0.0,1532.28,1266.36,265.92,Medium
350,2024-12-06,2024-12-08,CUST-0068,North,41,16,16.19,0.05,246.09,171.52,74.57,High
351,2023-09-14,2023-09-21,CUST-0043,North,43,1,508.91,0.0,508.91,413.75,95.16,High
352,2024-12-17,2024-12-19,CUST-0387,West,110,13,488.34,0.0,6348.42,4348.24,2000.18,Low
353,2023-08-07,2023-08-11,CUST-0245,East,34,6,236.39,0.15,1205.59,1172.16,33.43,Critical
354,2023-01-10,2023-01-13,CUST-0005,North,31,1,930.3,0.1,837.27,674.13,163.14,Critical
355,2023-03-14,2023-03-16,CUST-0118,South,23,5,304.91,0.0,1524.55,896.8,627.75,High
356,2024-01-12,2024-01-15,CUST-0154,West,98,8,10.46,0.0,83.68,50.72,32.96,Low
357,2024-06-27,2024-07-03,CUST-0289,East,43,2,508.91,0.1,916.04,827.5,88.54,Medium
358,2024-10-05,2024-10-13,CUST-0384,,106,7,650.41,0.15,3869.94,3701.53,168.41,Medium
359,2023-03-30,2023-04-06,CUST-0052,West,32,14,350.62,0.15,4172.38,4231.64,-59.26,High
360,2024-03-15,2024-03-17,CUST-0162,West,64,3,656.58,0.05,1871.25,1492.23,379.02,Medium
361,2024-07-20,2024-07-25,CUST-0308,Central,73,2,359.65,0.0,719.3,486.02,233.28,Medium
362,2024-06-14,2024-06-19,CUST-0311,Central,49,4,220.23,0.1,792.83,629.24,163.59,Low
363,2023-09-03,2023-09-11,CUST-0254,South,29,5,274.08,0.0,1370.4,1191.65,178.75,Low
364,2024-06-24,2024-07-01,CUST-0007,North,82,10,132.9,0.0,1329.0,1063.2,265.8,Critical
365,2024-01-10,,CUST-0280,West,121,4,355.94,0.0,1423.76,1238.04,185.72,Low
366,2023-01-15,2023-01-22,CUST-0135,West,11,3,173.66,0.0,520.98,473.61,47.37,High
367,2024-10-05,2024-10-12,CUST-0365,Central,107,2,1009.7,0.1,1817.46,1311.3,506.16,Low
368,2024-10-17,2024-10-19,CUST-0275,Central,40,1,59.25,0.05,56.29,55.9,0.39,High
369,2023-03-22,2023-03-28,CUST-0262,West,40,1,59.25,0.15,50.36,55.9,-5.54,Critical
370,2024-08-23,2024-08-27,CUST-0325,East,80,1,505.03,0.1,454.53,450.92,3.61,Low
371,2023-09-08,2023-09-18,CUST-0045,South,30,4,1205.36,0.1,4339.3,3110.6,1228.7,Low
372,2023-11-13,2023-11-16,CUST-0342,West,31,1,930.3,0.0,930.3,674.13,256.17,Low
373,2023-06-17,2023-06-22,CUST-0255,North,134,4,909.5,0.15,3092.3,2675.0,417.3,Medium
374,2024-01-16,2024-01-22,CUST-0065,North,31,16,930.3,0.0,14884.8,10786.08,4098.72,Critical
375,2023-10-06,2023-10-08,CUST-0269,East,68,10,627.88,0.15,5336.98,3693.4,1643.58,Critical
376,2024-04-11,2024-04-21,CUST-0262,North,15,4,1101.97,0.1,3967.09,2998.56,968.53,Medium
377,2024-01-12,2024-01-14,CUST-0081,North,27,23,730.68,0.15,14284.79,15854.36,-1569.57,Medium
378,2024-06-05,2024-06-06,CUST-0002,East,4,5,435.23,,2176.15,2033.8,142.35,Critical
379,2024-01-08,2024-01-17,CUST-0197,West,46,5,109.14,0.0,545.7,410.3,135.4,Critical
380,2023-08-18,2023-08-23,CUST-0165,West,107,4,1009.7,0.05,3836.86,2622.6,1214.26,Low
381,2024-08-08,2024-08-11,CUST-0191,East,129,4,1110.78,0.0,4443.12,2692.8,1750.32,Medium
382,2024-06-12,2024-06-17,CUST-0024,South,18,3,844.96,0.1,2281.39,1935.03,346.36,High
383,2023-12-02,2023-12-08,CUST-0045,Central,117,4,255.38,0.0,1021.52,844.24,177.28,Medium
384,2023-10-26,2023-11-01,CUST-0289,North,63,13,163.51,0.1,1913.07,1304.03,609.04,Critical
385,2023-07-20,2023-07-21,CUST-0376,Central,63,11,163.51,0.0,1798.61,1103.41,695.2,Critical
386,2023-01-25,2023-01-31,CUST-0120,Central,89,1,818.22,0.0,818.22,687.58,130.64,Low
387,2024-11-04,2024-11-13,CUST-0193,North,27,1,730.68,0.0,730.68,689.32,41.36,Medium
388,2024-03-05,2024-03-07,CUST-0252,,37,2,611.28,0.05,1161.43,849.0,312.43,Low
389,2023-08-26,2023-08-28,CUST-0267,South,96,9,838.18,0.1,6789.26,5671.89,1117.37,Low
390,2024-06-01,2024-06-11,CUST-0069,South,20,11,689.15,0.15,6443.55,5786.77,656.78,Low
391,2024-03-21,2024-03-26,CUST-0340,West,61,8,845.7,0.05,6427.32,6150.56,276.76,High
392,2024-02-07,2024-02-12,CUST-0359,North,82,1,132.9,0.1,119.61,106.32,13.29,Medium
393,2023-03-18,2023-03-21,CUST-0104,West,150,3,537.46,0.0,1612.38,1053.84,558.54,Low
394,2023-06-18,2023-06-20,CUST-0231,South,81,7,955.96,0.1,6022.55,4679.5,1343.05,High
395,2023-08-01,2023-08-03,CUST-0232,North,119,4,686.72,0.05,2609.54,2289.08,320.46,Low
396,2023-06-11,2023-06-17,CUST-0352,,11,3,173.66,0.0,520.98,473.61,47.37,Medium
397,2023-04-04,2023-04-13,CUST-0365,West,92,3,1162.83,0.1,3139.64,2076.48,1063.16,Low
398,2024-11-24,2024-12-01,CUST-0154,North,45,10,987.17,0.0,9871.7,6287.7,3584.0,Critical
399,2024-07-23,2024-07-31,CUST-0384,Central,64,7,656.58,0.0,4596.06,3481.87,1114.19,Low
400,2023-05-24,,CUST-0063,East,16,3,175.37,0.0,526.11,404.7,121.41,Medium
401,2024-02-15,2024-02-20,CUST-0191,East,150,6,537.46,0.15,2741.05,2107.68,633.37,Low
402,2023-01-23,2023-01-25,CUST-0034,West,114,1,149.85,,149.85,111.0,38.85,High
403,2023-05-06,2023-05-16,CUST-0022,South,13,3,329.95,0.0,989.85,677.97,311.88,Critical
404,2024-02-09,2024-02-12,CUST-0255,East,98,10,10.46,0.1,94.14,63.4,30.74,High
405,2023-08-08,2023-08-11,CUST-0096,North,72,1,1235.84,0.1,1112.26,787.16,325.1,Low
406,2024-09-20,2024-09-28,CUST-0318,Central,63,7,163.51,0.05,1087.34,702.17,385.17,Critical
407,2024-07-17,2024-07-24,CUST-0246,East,23,1,304.91,0.05,289.66,179.36,110.3,Medium
408,2024-03-05,2024-03-06,CUST-0103,Central,64,14,656.58,0.15,7813.3,6963.74,849.56,Critical
409,2024-12-31,2025-01-06,CUST-0184,South,140,3,864.58,0.1,2334.37,2315.85,18.52,High
410,2024-02-02,2024-02-12,CUST-0139,West,7,6,972.79,0.05,5544.9,4595.88,949.02,Medium
411,2023-01-31,2023-02-09,CUST-0399,North,15,5,1101.97,,4958.87,3748.2,1210.67,High
412,2024-08-21,2024-08-25,CUST-0120,West,26,5,524.26,0.0,2621.3,1541.95,1079.35,High
413,2024-06-30,2024-07-07,CUST-0378,East,57,6,849.36,0.15,4331.74,3352.74,979.0,High
414,2023-06-27,2023-07-07,CUST-0091,West,82,1,132.9,0.05,126.26,106.32,19.94,Low
415,2024-12-21,2024-12-24,CUST-0359,North,146,5,737.8,0.15,3135.65,3293.75,-158.1,Medium
416,2024-05-19,2024-05-20,CUST-0278,North,45,4,987.17,0.1,3553.81,2515.08,1038.73,Low
417,2023-02-27,2023-03-08,CUST-0120,Central,57,3,849.36,0.0,2548.08,1676.37,871.71,Critical
418,2023-01-01,2023-01-07,CUST-0170,Central,52,2,732.84,0.0,1465.68,1046.92,418.76,Medium
419,2023-11-28,2023-12-01,CUST-0031,East,38,5,749.04,0.15,3183.42,2858.95,324.47,Low
420,2024-06-22,2024-07-02,CUST-0187,East,96,2,838.18,0.1,1508.72,1260.42,248.3,Low
421,2023-12-11,2023-12-18,CUST-0155,North,35,10,927.25,0.0,9272.5,5868.7,3403.8,Critical
422,2024-10-26,2024-11-01,CUST-0163,West,144,7,802.82,0.15,4776.78,4390.4,386.38,Medium
423,2024-11-12,2024-11-17,CUST-0302,West,97,6,842.53,0.05,4802.42,4320.66,481.76,Medium
424,2023-07-01,2023-07-11,CUST-0374,,147,9,963.63,0.1,7805.4,6424.2,1381.2,Low
425,2023-07-06,2023-07-08,CUST-0309,North,57,1,849.36,0.15,721.96,558.79,163.17,Critical
426,2023-05-25,2023-05-31,CUST-0170,East,61,1,845.7,0.05,803.42,768.82,34.6,Medium
427,2024-10-13,2024-10-18,CUST-0046,North,115,7,747.93,0.0,5235.51,3444.42,1791.09,Medium
428,2023-09-13,,CUST-0355,East,90,2,388.78,0.05,738.68,495.26,243.42,Low
429,2023-02-19,2023-02-26,CUST-0198,South,108,2,743.15,0.0,1486.3,1292.44,193.86,Critical
430,2024-01-23,2024-01-31,CUST-0180,Central,97,1,842.53,0.0,842.53,720.11,122.42,Medium
431,2023-06-16,2023-06-17,CUST-0232,East,9,2,819.2,0.05,1556.48,1170.28,386.2,High
432,2023-09-25,2023-10-02,CUST-0054,East,88,10,198.66,0.0,1986.6,1315.6,671.0,Medium
433,2023-03-18,2023-03-28,CUST-0281,East,87,7,1034.88,0.15,6157.54,4499.46,1658.08,Critical
434,2024-12-22,2024-12-29,CUST-0016,South,43,5,508.91,0.15,2162.87,2068.75,94.12,Medium
435,2023-02-24,2023-03-03,CUST-0052,North,53,3,1186.34,0.0,3559.02,2224.38,1334.64,High
436,2024-11-07,2024-11-08,CUST-0145,North,61,5,845.7,0.0,4228.5,3844.1,384.4,Critical
437,2024-08-08,2024-08-14,CUST-0282,South,40,10,59.25,0.0,592.5,559.0,33.5,Low
438,2024-03-13,2024-03-15,CUST-0045,North,123,2,86.65,0.0,173.3,109.0,64.3,Low
439,2023-07-31,2023-08-02,CUST-0088,North,21,4,260.85,0.1,939.06,862.32,76.74,High
440,2024-02-12,2024-02-21,CUST-0242,South,68,15,627.88,0.0,9418.2,5540.1,3878.1,Critical
441,2023-07-09,2023-07-17,CUST-0190,South,95,8,50.99,0.0,407.92,283.28,124.64,Low
442,2023-09-27,2023-10-02,CUST-0226,South,68,3,627.88,0.0,1883.64,1108.02,775.62,Low
443,2023-06-04,2023-06-13,CUST-0386,East,22,7,765.69,0.05,5091.84,3288.25,1803.59,Critical
444,2024-08-26,2024-09-04,CUST-0117,Central,16,1,175.37,0.1,157.83,134.9,22.93,Critical
445,2024-07-02,2024-07-10,CUST-0352,South,147,4,963.63,0.0,3854.52,2855.2,999.32,High
446,2023-03-22,2023-03-31,CUST-0203,East,129,7,1110.78,0.15,6609.14,4712.4,1896.74,Medium
447,2023-05-04,2023-05-08,CUST-0388,,45,6,987.17,0.0,5923.02,3772.62,2150.4,Medium
448,2023-05-10,2023-05-14,CUST-0022,South,21,7,260.85,0.1,1643.36,1509.06,134.3,Medium
449,2024-09-01,,CUST-0133,North,18,8,844.96,0.0,6759.68,5160.08,1599.6,Critical
450,2024-07-19,2024-07-20,CUST-0167,North,134,6,909.5,0.1,4911.3,4012.5,898.8,Critical
451,2023-04-26,2023-05-06,CUST-0213,West,38,6,749.04,0.15,3820.1,3430.74,389.36,Low
452,2023-04-19,2023-04-25,CUST-0289,East,74,5,108.38,0.15,460.61,483.85,-23.24,Critical
453,2023-09-28,2023-10-06,CUST-0197,South,147,1,963.63,0.15,819.09,713.8,105.29,Low
454,2023-06-26,2023-07-06,CUST-0142,South,37,10,611.28,0.15,5195.88,4245.0,950.88,Critical
455,2023-02-09,2023-02-17,CUST-0203,North,61,4,845.7,,3382.8,3075.28,307.52,High
456,2024-01-17,2024-01-22,CUST-0011,North,78,8,717.48,0.05,5452.85,5314.64,138.21,Critical
457,2024-12-13,2024-12-18,CUST-0351,East,59,9,643.0,0.0,5787.0,5309.19,477.81,Critical
458,2023-11-25,2023-12-03,CUST-0138,South,23,3,304.91,0.0,914.73,538.08,376.65,Medium
459,2024-02-21,2024-02-22,CUST-0380,South,133,3,793.23,0.05,2260.71,1830.54,430.17,Medium
460,2023-03-09,2023-03-18,CUST-0160,Central,104,3,310.02,0.0,930.06,699.3,230.76,Low
461,2023-06-27,2023-06-28,CUST-0099,West,15,11,1101.97,0.0,12121.67,8246.04,3875.63,Critical
462,2023-02-21,2023-03-01,CUST-0185,West,71,2,207.35,0.05,393.96,260.82,133.14,Critical
463,2024-10-12,2024-10-20,CUST-0064,East,62,12,712.29,0.05,8120.11,5736.6,2383.51,Critical
464,2023-07-01,2023-07-07,CUST-0243,Central,142,5,889.09,0.05,4223.18,3767.35,455.83,Medium
465,2023-09-22,2023-09-29,CUST-0384,East,73,6,359.65,0.0,2157.9,1458.06,699.84,Low
466,2023-06-16,2023-06-20,CUST-0293,West,57,9,849.36,0.0,7644.24,5029.11,2615.13,High
467,2024-10-29,2024-11-06,CUST-0210,Central,6,5,711.23,0.0,3556.15,2800.1,756.05,Medium
468,2024-10-24,2024-10-29,CUST-0089,Central,3,10,364.26,0.0,3642.6,3404.3,238.3,High
469,2024-12-30,2025-01-05,CUST-0364,North,109,3,1141.48,0.1,3082.0,2361.69,720.31,Critical
470,2023-09-16,2023-09-26,CUST-0112,South,78,12,717.48,0.15,7318.3,7971.96,-653.66,Critical
471,2024-08-21,2024-08-30,CUST-0053,East,131,3,152.39,0.05,434.31,338.64,95.67,High
472,2023-11-02,2023-11-08,CUST-0351,East,124,13,1063.46,0.0,13824.98,8919.3,4905.68,High
473,2024-10-17,2024-10-21,CUST-0167,North,67,3,394.79,0.05,1125.15,769.08,356.07,Medium
474,2024-06-13,2024-06-20,CUST-0392,West,15,3,1101.97,0.15,2810.02,2248.92,561.1,High
475,2024-11-28,2024-12-03,CUST-0072,East,128,2,405.61,0.05,770.66,544.44,226.22,Critical
476,2024-02-19,2024-02-23,CUST-0199,East,150,2,537.46,0.15,913.68,702.56,211.12,High
477,2024-12-31,2025-01-09,CUST-0114,Central,122,4,425.22,0.05,1615.84,1339.28,276.56,High
478,2023-06-24,2023-06-26,CUST-0337,Central,47,5,571.95,0.05,2716.76,1881.4,835.36,Critical
479,2023-05-12,2023-05-18,CUST-0380,North,144,9,802.82,0.0,7225.38,5644.8,1580.58,Low
480,2023-08-16,2023-08-22,CUST-0182,West,79,4,624.04,0.1,2246.54,2046.04,200.5,High
481,2023-09-24,2023-10-02,CUST-0300,North,119,6,686.72,0.0,4120.32,3433.62,686.7,Low
482,2024-10-11,2024-10-15,CUST-0299,Central,19,5,1037.93,0.1,4670.69,3654.7,1015.99,Low
483,2024-11-28,,CUST-0196,Central,77,7,1159.58,0.1,7305.35,5073.18,2232.17,Medium
484,2023-05-21,2023-05-29,CUST-0103,North,105,2,530.77,0.15,902.31,712.44,189.87,Medium
485,2023-11-20,2023-11-26,CUST-0367,West,21,3,260.85,0.1,704.3,646.74,57.56,Medium
486,2023-11-17,2023-11-22,CUST-0325,East,2,2,885.06,,1593.11,1085.96,507.15,Medium
487,2023-06-22,2023-06-25,CUST-0296,West,126,11,662.32,0.0,7285.52,4761.79,2523.73,Critical
488,2024-10-10,2024-10-17,CUST-0220,South,110,12,488.34,0.1,5274.07,4013.76,1260.31,Low
489,2023-02-08,2023-02-14,CUST-0274,West,96,3,838.18,0.0,2514.54,1890.63,623.91,Medium
490,2023-01-19,2023-01-25,CUST-0347,East,64,3,656.58,0.0,1969.74,1492.23,477.51,High
491,2023-05-13,2023-05-18,CUST-0053,South,129,7,1110.78,0.15,6609.14,4712.4,1896.74,Medium
492,2023-03-08,2023-03-17,CUST-0024,North,75,13,272.51,0.1,3188.37,2977.0,211.37,High
493,2024-03-20,2024-03-26,CUST-0352,West,88,15,198.66,0.1,2681.91,1973.4,708.51,Medium
494,2023-06-18,2023-06-21,CUST-0207,East,59,2,643.0,0.0,1286.0,1179.82,106.18,Medium
495,2023-01-23,,CUST-0302,Central,44,3,659.21,0.0,1977.63,1301.07,676.56,Low
496,2024-01-20,2024-01-21,CUST-0328,North,137,6,142.54,0.15,726.95,756.84,-29.89,Low
497,2024-11-08,2024-11-15,CUST-0056,East,13,6,329.95,0.0,1979.7,1355.94,623.76,Critical
498,2024-01-25,2024-01-28,CUST-0064,Central,65,4,254.43,0.1,915.95,669.56,246.39,Medium
499,2024-12-12,2024-12-14,CUST-0352,East,78,2,717.48,0.1,1291.46,1328.66,-37.2,High
500,2024-09-29,2024-10-08,CUST-0311,West,108,4,743.15,0.0,2972.6,2584.88,387.72,Low
501,2023-10-17,2023-10-27,CUST-0059,East,128,15,405.61,0.0,6084.15,4083.3,2000.85,Medium
502,2023-09-27,2023-10-02,CUST-0268,West,92,3,1162.83,0.1,3139.64,2076.48,1063.16,Medium
503,2023-02-10,2023-02-16,CUST-0281,South,54,5,465.39,0.1,2094.26,1955.4,138.86,Medium
504,2023-01-03,2023-01-11,CUST-0007,East,29,22,274.08,0.15,5125.3,5243.26,-117.96,Medium
505,2023-04-03,2023-04-08,CUST-0400,Central,20,3,689.15,0.0,2067.45,1578.21,489.24,Medium
506,2024-04-12,2024-04-14,CUST-0152,North,119,8,686.72,0.0,5493.76,4578.16,915.6,Medium
507,2023-02-10,2023-02-12,CUST-0149,North,81,16,955.96,0.1,13765.82,10696.0,3069.82,Low
508,2023-02-16,2023-02-22,CUST-0005,West,44,7,659.21,0.05,4383.75,3035.83,1347.92,Critical
509,2024-09-28,2024-10-01,CUST-0138,East,96,10,838.18,0.05,7962.71,6302.1,1660.61,Low
510,2024-02-15,2024-02-23,CUST-0205,South,70,8,1142.57,0.1,8226.5,5642.32,2584.18,Critical
511,2024-10-26,2024-10-29,CUST-0086,East,34,7,236.39,0.0,1654.73,1367.52,287.21,Low
512,2024-03-02,2024-03-05,CUST-0303,South,146,12,737.8,0.1,7968.24,7905.0,63.24,Critical
513,2024-01-03,2024-01-11,CUST-0314,East,34,7,236.39,0.1,1489.26,1367.52,121.74,Low
514,2024-02-26,2024-03-03,CUST-0226,East,17,4,1046.36,0.05,3976.17,2700.28,1275.89,Low
